No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1500,saturação do sangue,210,24,0,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1501,itens caixa de primeiros socorros,260,38,0,13,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
1502,o que significa admissional,390,82,0,16,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
1503,o'que é pair,260,44,0,19,http://sso.com.br/2023/11/01/perda-auditiva-ocupacional/
1504,nr 12 proteção,260,30,0,18,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1505,exame médico para trabalho,260,56,0,22,http://sso.com.br/2024/02/21/exame-pre-admissional/
1506,o que significa exame demissional,210,51,0,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1507,o'que é nr 15,210,13,0,23,http://sso.com.br/2025/03/14/o-que-e-nr-15/
1508,exame de sorologia precisa de jejum,210,82,0,9,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1509,febre 42 graus,210,88,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1510,qual o objetivo da nr12,210,34,0,13,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1511,para que serve o ppp,590,45,0,17,http://sso.com.br/ppp/
1512,teste ergometrico o q é,720,85,0,12,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
1513,jejum para fazer exame de sangue,590,57,0,17,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1514,riscos ocupacionais no trabalho,170,61,0,13,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1515,prevenção de risco,210,33,0,17,http://sso.com.br/2024/09/16/prevencao-acidente-de-trabalho/
1516,como fazer ltcat,260,34,0,21,http://sso.com.br/2023/03/15/ltcat-esocial/
1517,como renovar exame toxicológico,170,69,0,17,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1518,37 6 é febre,3600,55,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1519,acuidade visual o'que é,2900,60,0,10,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1520,37 8 é febre,2900,91,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1521,temperatura febre adulto,1300,69,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1522,são lucas ocupacional,720,65,0,10,http://sso.com.br/
1523,exame de sangue e jejum,6600,52,0,14,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1524,testes psicológicos para emprego,590,33,0,15,http://sso.com.br/2022/02/01/testes-psicologicos-para-emprego/
1525,o'que é demissional,390,77,0,12,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1526,modelo de atestado de aptidão física,390,42,0,16,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1527,exemplos de doença ocupacional e doença do trabalho,320,43,0,14,http://sso.com.br/2023/01/27/tipos-de-doencas-ocupacionais/
1528,exame admissional joao pessoa,320,44,0,4,http://sso.com.br/
1529,segurança do trabalho o que e,320,27,0,50,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1530,ideias decoração sipat,320,26,0,17,http://sso.com.br/2022/09/30/como-organizar-uma-sipat/
1531,fiquei afastado por 3 meses tenho direito a férias,320,78,0,19,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1532,exame admissional na lapa,320,72,0,5,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
1533,a partir de quantos graus é febre,12100,75,0,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1534,exame admissional em piracicaba,170,79,0,10,http://sso.com.br/
1535,tipos de acidentes no trabalho,720,60,0,14,http://sso.com.br/2023/01/27/tipos-de-doencas-ocupacionais/
1536,admissional significado,320,73,0,15,http://sso.com.br/2018/12/01/exame-adimissonal-o-que-e-exame-admissional/
1537,niveis de ruido,260,46,0,13,http://sso.com.br/2023/01/24/ruido-ocupacional/
1538,sofri um acidente de trabalho tenho direito a indenização,210,50,0,16,http://sso.com.br/2023/02/02/indenizacao-acidente-de-trabalho/
1539,classificação de febre,260,79,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1540,como é feito o eletrocardiograma em mulher,260,49,0,33,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1541,modelo de atestado de aptidão física e mental,260,35,0,17,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1542,riscos físicos químicos biológicos e ergonômicos,210,70,0,13,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1543,o'que é ergonomia cognitiva,210,47,0,12,http://sso.com.br/2022/12/01/ergonomia-cognitiva/
1544,vsg o que é,170,57,0,10,http://sso.com.br/artigos/exame-vhs-para-que-serve
1545,laudo pcd pode ser particular,210,64,0,11,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1546,o que significa atestado de saúde ocupacional,170,27,0,22,http://sso.com.br/artigos/aso
1547,o'que é ergonomia fisica,170,46,0,11,http://sso.com.br/2022/02/09/ergonomia-no-trabalho/
1548,para que serve audiometria,170,71,0,9,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1549,ltcat laudo técnico das condições ambientais de trabalho,170,55,0,15,http://sso.com.br/artigos/laudo-tecnico-condicoes-ambientais-do-trabalho
1550,absenteísmo,40500,69,0,34,http://sso.com.br/artigos/o-que-e-absenteismo-no-trabalho
1551,quando é considerado febre alta,320,40,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1552,aso exame clínico,480,33,0,13,http://sso.com.br/2023/07/25/aso/
1553,atestado de afastamento do trabalho,390,87,0,16,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
1554,higiene ocupacional e segurança do trabalho,210,41,0,19,http://sso.com.br/2022/12/29/higiene-ocupacional/
1555,o'que é doença ocupacional,2900,77,0,32,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1556,norma de higiene ocupacional,320,49,0,26,http://sso.com.br/2022/12/29/higiene-ocupacional/
1557,testes de audiometria,390,37,0,11,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1558,sigla saturação,390,45,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1559,saturação 75,320,31,0,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1560,carta de boas vindas para funcionários,320,68,0,20,http://sso.com.br/carta-de-boas-vindas-e-instrucoes-gerais/
1561,valores normais de saturação,260,43,0,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1562,tipo de ecg,260,55,0,20,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1563,o'que é analise preliminar de risco,170,46,0,12,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1564,exames demissionais,590,54,0,10,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1565,o que é higiene ocupacional,590,36,0,34,http://sso.com.br/2022/12/29/higiene-ocupacional/
1566,o que causa falta de oxigênio no sangue,260,69,0,21,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1567,significado de saturação,210,90,0,36,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1568,oit significado,390,30,0,38,http://sso.com.br/2023/03/23/raio-x-oit/
1569,exames admissionais blumenau,170,39,0,20,http://sso.com.br/
1570,gso medicina ocupacional novo hamburgo,260,28,0,16,http://sso.com.br/
1571,exame toxicológico vencido da multa,260,67,0,20,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1572,norma regulamentadora 5 mte,480,67,0,33,http://sso.com.br/2023/01/12/nova-nr-5/
1573,epi de segurança do trabalho,390,80,0,38,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
1574,exame admissional goiania,880,75,0,4,http://sso.com.br/
1575,tabela de riscos,1300,75,0,33,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1576,consultoria de saude e segurança ocupacional sso,0,2,0,4,http://sso.com.br/
1577,o'que é saude ocupacional,1000,38,0,32,http://sso.com.br/2024/03/01/saude-ocupacional/
1578,medicina do trabalho o que e,720,99,0,26,http://sso.com.br/2021/12/01/o-que-e-medicina-do-trabalho/
1579,atestado para atividade física,1000,22,0,16,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1580,o'que é pcmat,720,29,0,11,http://sso.com.br/pcmatnr5/
1581,o que é cipa na empresa,720,81,0,13,http://sso.com.br/2022/02/02/o-que-e-cipa/
1582,exame admissional belo horizonte,720,45,0,5,http://sso.com.br/
1583,horas de jejum para exames de sangue,590,60,0,14,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1584,pode mandar gravida embora,590,70,0,22,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1585,exames admissionais curitiba,480,90,0,8,http://sso.com.br/
1586,exame demissional como funciona,480,94,0,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1587,exame em jejum,390,48,0,13,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1588,procedimentos de segurança,320,70,0,20,http://sso.com.br/2024/04/26/medidas-de-seguranca-no-trabalho/
1589,atestado aso,390,34,0,14,http://sso.com.br/2023/07/25/aso/
1590,calcular rescisão após licença maternidade,390,28,0,26,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1591,exame admissional fortaleza centro,320,47,0,5,http://sso.com.br/
1592,exame de admissional,320,66,0,17,http://sso.com.br/2024/02/21/exame-pre-admissional/
1593,normas de higiene ocupacional,320,67,0,35,http://sso.com.br/2022/12/29/higiene-ocupacional/
1594,vhs 1 hora,1000,92,0,14,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1595,o que é um exame admissional,1300,37,0,14,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1596,vantagens e desvantagens de ser pcd na empresa,260,90,0,14,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1597,febre sao quantos graus,260,73,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1598,febre considerada alta,210,56,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1599,doenças adquiridas no trabalho,210,27,0,18,http://sso.com.br/2023/01/27/tipos-de-doencas-ocupacionais/
1600,exame admissional modelo,170,25,0,16,http://sso.com.br/exames/demissional
1601,tabela de risco ocupacional,140,43,0,18,http://sso.com.br/2021/12/07/exame-demissional/
1602,teste ergometrico tempo,140,20,0,12,http://sso.com.br/artigos/como-e-feito-teste-ergometrico
1603,nr 04 sesmt,140,37,0,14,http://sso.com.br/nr/nr-4
1604,vhs exame significado,140,48,0,15,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1605,o que é candidato pcd,140,90,0,21,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1606,comunicação de acidente do trabalho,1900,45,0,41,http://sso.com.br/2022/12/17/comunicacao-acidente-de-trabalho/
1607,saturação normal para idoso,260,90,0,21,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1608,documentação sst,210,29,0,12,http://sso.com.br/2025/09/15/documentos-sst/
1609,esforços repetitivos,390,41,0,17,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
1610,diferença insalubridade e periculosidade,720,68,0,20,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1611,o que é o eletrocardiograma,390,34,0,34,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1612,acidente de trabalho e doença ocupacional,210,47,0,18,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1613,exames admissionais em osasco,390,60,0,9,http://sso.com.br/
1614,exame admissional brasilia,390,31,0,4,http://sso.com.br/
1615,exames de radiografia,390,73,0,14,http://sso.com.br/2024/12/18/tipos-de-raio-x/
1616,engravidei um mês depois que fui demitida,320,48,0,20,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1617,o que é a nr 12,320,59,0,41,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1618,pericia insalubridade trabalhista,260,91,0,17,http://sso.com.br/2022/02/25/pericia-trabalhista/
1619,medidas de controle de risco,260,91,0,17,http://sso.com.br/2024/04/26/medidas-de-seguranca-no-trabalho/
1620,intermitente clt,210,60,0,20,http://sso.com.br/2023/02/08/trabalho-intermitente/
1621,hemossedimentação vhs 60mm,480,56,0,14,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1622,resumo segurança do trabalho,320,81,0,51,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1623,febre quantos graus adulto,260,47,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1624,nr 05 o que é,210,28,0,32,http://sso.com.br/2025/02/17/nr-05/
1625,medicina do trabalho vila velha,210,37,0,8,http://sso.com.br/
1626,apta para trabalhar,260,35,0,11,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
1627,ppp para que serve,170,89,0,16,http://sso.com.br/2022/08/23/perfil-profissiografico-previdenciario/
1628,programa de saúde ocupacional,170,46,0,13,http://sso.com.br/2022/07/26/pcmso/
1629,diferença entre art e rrt,170,94,0,9,http://sso.com.br/2025/08/05/o-que-e-art-crea/
1630,exame de mudança de função,170,24,0,14,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1631,37 graus febre,9900,70,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1632,37 é febre,27100,68,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1633,saude mental no ambiente de trabalho,2400,63,0,21,http://sso.com.br/2025/09/04/saude-mental-ambiente-trabalho/
1634,o'que é exame periódico,1900,38,0,16,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1635,temperatura 37,1000,25,0,30,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1636,o que é exame aso,720,42,0,22,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
1637,o que periculosidade e insalubridade,390,73,0,20,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1638,o que insalubridade e periculosidade,390,62,0,20,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1639,exames admissionais guarulhos,390,95,0,4,http://sso.com.br/
1640,exames aso,390,29,0,16,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
1641,mapa de risco exemplo,320,82,0,29,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1642,quem elabora o mapa de risco,320,56,0,13,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1643,temperatura 36.8,390,96,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1644,a segurança,320,73,0,49,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1645,o que é osteomusculares,260,24,0,15,http://sso.com.br/2022/12/15/disturbios-osteomusculares-relacionados-ao-trabalho/
1646,empresa de controle de ruído para grandes corporações,0,38,0,4,http://sso.com.br/laudoderuidoambiental/
1647,quais exames precisam de jejum de 12h,260,73,0,11,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1648,ppr segurança,260,30,0,11,http://sso.com.br/2022/10/27/medidas-ppr/
1649,o que é osteomuscular,260,23,0,12,http://sso.com.br/2022/12/15/disturbios-osteomusculares-relacionados-ao-trabalho/
1650,quanto é considerado febre,4400,76,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1651,36 e febre,4400,93,0,24,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1652,dosímetro de ruído,1600,36,0,8,http://sso.com.br/2023/07/13/dosimetria-de-ruido/
1653,normas de segurança do trabalho,1000,86,0,38,http://sso.com.br/2024/04/26/medidas-de-seguranca-no-trabalho/
1654,o'que e psicotécnico,880,80,0,24,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1655,qual a validade do exame toxicológico,880,58,0,35,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1656,acidente trabalhista,720,38,0,42,http://sso.com.br/2023/02/02/indenizacao-acidente-de-trabalho/
1657,qual a periodicidade,260,45,0,19,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1658,exame médico do trabalho,260,31,0,20,http://sso.com.br/
1659,quem da a licença maternidade,210,62,0,25,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1660,nr ruido,210,42,0,34,http://sso.com.br/2023/01/24/ruido-ocupacional/
1661,teste para vista,170,36,0,26,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1662,o que é vsg,170,42,0,12,http://sso.com.br/artigos/exame-vhs-para-que-serve
1663,nr de sinalização,170,32,0,13,http://sso.com.br/nr/nr-26
1664,nr10 eletrica,170,56,0,23,http://sso.com.br/nr/nr-10
1665,5 doenças do trabalho,170,29,0,37,http://sso.com.br/artigos/tipos-de-doencas-ocupacionais
1666,pcmso como fazer,140,67,0,10,http://sso.com.br/2022/07/26/pcmso/
1667,pcmso é obrigatório para todas as empresas,140,29,0,11,http://sso.com.br/2022/07/26/pcmso/
1668,oq e exame demissional,140,43,0,13,http://sso.com.br/artigos/pedido-de-demissao-precisa-fazer-exame-demissional
1669,saturação 90 em idoso,210,73,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1670,nr grau de risco,140,95,0,14,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1671,documentação admissional,720,29,0,15,http://sso.com.br/2022/04/26/documentos-para-admissao/
1672,pericia segurança do trabalho,210,33,0,13,http://sso.com.br/2022/02/25/pericia-trabalhista/
1673,quem elabora o mapa de riscos,320,39,0,14,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1674,quanto tempo dura o exame psicotécnico,390,64,0,16,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1675,termometro com 38 de febre,390,29,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1676,estou grávida posso ser demitida,320,59,0,15,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1677,febre 37.2,320,65,0,11,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1678,plano de ringue para guindaste,210,42,0,9,http://sso.com.br/2023/04/26/plano-de-rigger/
1679,exame admissional o'que é,8100,59,0,15,http://sso.com.br/2024/02/21/exame-pre-admissional/
1680,exames admissionais salvador,260,93,0,7,http://sso.com.br/
1681,quantos graus começa a febre,210,66,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1682,o que e atestado de saúde ocupacional,1300,37,0,21,http://sso.com.br/2023/07/25/aso/
1683,ltcat legislação,260,35,0,23,http://sso.com.br/ltcat/
1684,36 7 é febre,1900,60,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1685,temperatura para febre adulto,170,49,0,21,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1686,o que é vaga para pcd,1300,80,0,21,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1687,o que é doença ocupacionais,2900,85,0,31,http://sso.com.br/2025/09/15/o-que-sao-doencas-ocupacionais/
1688,teste de psicotécnico,1900,40,0,38,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1689,o que que é saturação,170,21,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1690,exame admissional diadema,170,54,0,6,http://sso.com.br/
1691,significado intermitente,14800,43,0,33,http://sso.com.br/2023/02/08/trabalho-intermitente/
1692,o'que é exame periodico,2900,45,0,17,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1693,o que significa e social,1600,31,0,37,http://sso.com.br/2021/12/08/voce-sabe-o-que-e-o-e-social/
1694,a partir de quantos graus é considerado febre,1900,67,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1695,temperatura considerada febre,1600,77,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1696,segurança em máquinas e equipamentos,140,59,0,15,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1697,nr 5 o que é,1000,30,0,29,http://sso.com.br/2023/01/12/nova-nr-5/
1698,doença profissional e doença do trabalho,880,51,0,18,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1699,aso medicina do trabalho,720,67,0,13,http://sso.com.br/2023/07/25/aso/
1700,graus de periculosidade,590,77,0,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1701,diferença entre insalubridade e periculosidade,590,62,0,19,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1702,temperatura 37.1,480,66,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1703,norma regulamentadora pcmso,390,27,0,32,http://sso.com.br/2022/07/26/pcmso/
1704,nr maquinas e equipamentos,390,33,0,27,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1705,doenças ocupacionais trabalho,390,41,0,30,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1706,exames para trabalho,390,27,0,21,http://sso.com.br/2024/06/20/exames-para-quem-trabalha-em-altura/
1707,oxímetro normal,320,75,0,23,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1708,o que é risco químico,320,23,0,18,http://sso.com.br/2022/02/11/riscos-quimicos/
1709,pcd pode trabalhar sábado e domingo,260,77,0,15,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1710,definir acuidade,170,85,0,15,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1711,o'que e empresa terceirizada,880,26,0,16,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1712,pcmso segurança do trabalho,1300,57,0,20,http://sso.com.br/2024/11/29/ppra-e-pcmso/
1713,segurança saude ocupacional,1300,31,0,23,http://sso.com.br/2024/03/01/saude-ocupacional/
1714,quando considera febre,590,45,0,20,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1715,terceirizar serviços,210,29,0,32,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1716,o que é o exame aso,210,71,0,24,http://sso.com.br/2023/07/25/aso/
1717,empregado intermitente,210,42,0,19,http://sso.com.br/artigos/trabalho-intermitente
1718,definicao de febre,210,69,0,28,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1719,exame admissional piracicaba,170,37,0,6,http://sso.com.br/
1720,teste de romberg sensibilizado,140,29,0,22,http://sso.com.br/artigos/o-que-e-teste-de-romberg
1721,validade exames laboratoriais,140,45,0,18,http://sso.com.br/artigos/validade-exames-ocupacionais
1722,ajustamento de conduta,170,32,0,19,http://sso.com.br/artigos/termo-de-ajustamento-de-conduta
1723,seguranca no ambiente de trabalho,140,20,0,48,http://sso.com.br/artigos/medidas-de-seguranca-no-trabalho
1724,trabalhador intermitente tem direito a seguro desemprego,140,36,0,12,http://sso.com.br/artigos/trabalho-intermitente
1725,qual exame precisa de jejum,140,28,0,14,http://sso.com.br/artigos/exame-admissional-tem-que-estar-em-jejum
1726,nr 26 cores de segurança,140,34,0,13,http://sso.com.br/nr/nr-26
1727,febre começa com quantos graus,260,58,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1728,atestado médico academia,320,82,0,15,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1729,o que ter em um kit de primeiros socorros,140,53,0,17,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
1730,mte nr 5,480,25,0,24,http://sso.com.br/2025/02/17/nr-05/
1731,medicina do trabalho o'que é,720,60,0,28,http://sso.com.br/2021/12/01/o-que-e-medicina-do-trabalho/
1732,exames acuidade visual,1000,47,0,10,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1733,comunicação de acidente de trabalho cat,1600,43,0,34,http://sso.com.br/2022/12/17/comunicacao-acidente-de-trabalho/
1734,mapa de risco como fazer,720,28,0,22,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1735,exame admissional rio de janeiro,320,52,0,5,http://sso.com.br/
1736,estabilidade gestante após o parto,210,65,0,21,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1737,risco químicos,4400,34,0,21,http://sso.com.br/2022/02/11/riscos-quimicos/
1738,vhs significado,260,65,0,18,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1739,plano de rigging norma,210,56,0,9,http://sso.com.br/2023/04/26/plano-de-rigger/
1740,teste exame de vista,170,80,0,14,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1741,cronograma sipat,170,26,0,10,http://sso.com.br/2022/09/30/como-organizar-uma-sipat/
1742,quando o funcionário pega atestado de 30 dias,390,68,0,17,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
1743,o'que significa doença ocupacional,260,23,0,20,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1744,como é feito exame admissional,210,80,0,15,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1745,37 9 é febre em bebe,210,69,0,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1746,estado febril bebe,880,38,0,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1747,nr 12 validade,720,71,0,8,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1748,quando a febre é preocupante,1900,94,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1749,exame admissional o que é,8100,74,0,17,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
1750,nr 12 atualizada,2900,85,0,14,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1751,têm que,2900,71,0,41,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1752,exame aso como é feito,880,52,0,13,http://sso.com.br/2023/07/25/aso/
1753,exame de vhs,880,28,0,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1754,o que significa febre,720,95,0,28,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1755,38 6 é febre,720,84,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1756,38 7 é febre,720,36,0,20,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1757,teste de esteira,590,85,0,12,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
1758,exame de vista letras,590,23,0,12,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1759,qual grau é febre,480,87,0,27,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1760,com quanto é febre,480,70,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1761,termo técnico para saturação baixa,390,83,0,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1762,trabalho intermitente exemplos,390,25,0,16,http://sso.com.br/2023/02/08/trabalho-intermitente/
1763,grávida pode ser mandada embora,480,69,0,17,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1764,e social o que e,390,91,0,56,http://sso.com.br/2021/12/08/voce-sabe-o-que-e-o-e-social/
1765,documentação para contratação,390,57,0,35,http://sso.com.br/2022/04/26/documentos-para-admissao/
1766,o que pode ser descontado nas férias,320,29,0,36,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1767,exames admissionais na lapa,320,99,0,5,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
1768,jejum de exame de sangue,320,49,0,14,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1769,lesões por esforço repetitivo,320,24,0,17,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
1770,prazo para retorno ao trabalho após auxílio doença,210,89,0,14,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
